20.2	100
12	170
13	225
16.4	284
12	349
13	405
20.4	464
12	527
13	584
26.4	643
12	706
13	766
125.6	824
12	889
13	947
10.2	1006
12	1069
13	1135
10.4	1193
12	1257
13	1309
112.8	1368
12	1431
13	1490
212.8	1549
12	1613
13	1684
225.6	1743
12	1814
13	1892
20.2	1950
12	2014
13	2068
10.2	2127
12	2189
13	2251
20.4	2310
12	2374
13	2427
112.8	2486
12	2548
13	2639
212.8	2698
12	2762
13	2841
125.6	2900
12	2962
13	3030
26.4	3088
12	3151
13	3207
16.4	3266
12	3328
13	3387
225.6	3446
12	3511
13	3581
10.4	3640
12	3708
13	3758
10.4	3816
12	3878
13	3937
225.6	3996
12	4061
13	4132
26.4	4191
12	4257
13	4321
212.8	4380
12	4442
13	4512
10.2	4571
12	4634
13	4697
125.6	4756
12	4817
13	4881
20.4	4940
12	5003
13	5076
20.2	5135
12	5198
13	5254
16.4	5313
12	5376
13	5441
112.8	5499
12	5562
13	5643
10.4	5701
12	5767
13	5827
225.6	5885
12	5949
13	6016
112.8	6074
12	6142
13	6217
125.6	6276
12	6341
13	6403
16.4	6462
12	6529
13	6595
26.4	6654
12	6721
13	6784
20.4	6842
12	6910
13	6973
10.2	7032
12	7099
13	7168
20.2	7227
12	7292
13	7347
212.8	7406
12	7472
13	7473
125.6	7532
12	7598
13	7658
10.4	7717
12	7783
13	7849
10.2	7908
12	7972
13	8023
20.4	8082
12	8145
13	8196
20.2	8255
12	8320
13	8371
26.4	8430
12	8494
13	8552
212.8	8611
12	8674
13	8744
225.6	8803
12	8864
13	8934
16.4	8993
12	9055
13	9114
112.8	9173
12	9235
13	9304
125.6	9363
12	9429
13	9497
112.8	9556
12	9619
13	9680
225.6	9738
12	9802
13	9877
10.2	9936
12	10004
13	10060
26.4	10119
12	10180
13	10234
20.2	10293
12	10356
13	10419
212.8	10478
12	10539
13	10622
16.4	10680
12	10747
13	10818
10.4	10876
12	10942
13	10994
20.4	11053
12	11118
13	11168
