20.2	77
12	144
13	207
16.4	266
12	330
13	391
20.4	450
12	519
13	567
26.4	626
12	690
13	747
125.6	806
12	869
13	941
10.2	1000
12	1062
13	1112
10.4	1171
12	1233
13	1282
112.8	1341
12	1403
13	1465
212.8	1524
12	1586
13	1650
225.6	1709
12	1770
13	1839
20.2	1898
12	1960
13	2022
10.2	2081
12	2143
13	2199
20.4	2258
12	2320
13	2375
112.8	2434
12	2495
13	2577
212.8	2636
12	2698
13	2769
125.6	2828
12	2890
13	2953
26.4	3011
12	3073
13	3130
16.4	3189
12	3250
13	3311
225.6	3370
12	3431
13	3507
10.4	3566
12	3627
13	3686
10.4	3745
12	3807
13	3859
225.6	3918
12	3978
13	4068
26.4	4126
12	4188
13	4261
212.8	4320
12	4381
13	4441
10.2	4500
12	4561
13	4624
125.6	4683
12	4744
13	4828
20.4	4887
12	4949
13	4997
20.2	5056
12	5117
13	5179
16.4	5238
12	5299
13	5359
112.8	5418
12	5478
13	5545
10.4	5604
12	5665
13	5720
225.6	5779
12	5840
13	5910
112.8	5969
12	6031
13	6097
125.6	6156
12	6217
13	6289
16.4	6348
12	6409
13	6474
26.4	6533
12	6594
13	6649
20.4	6708
12	6769
13	6824
10.2	6883
12	6944
13	6996
20.2	7055
12	7116
13	7178
212.8	7237
12	7298
13	7367
125.6	7426
12	7487
13	7573
10.4	7632
12	7693
13	7739
10.2	7797
12	7858
13	7919
20.4	7978
12	8040
13	8089
20.2	8148
12	8218
13	8262
26.4	8321
12	8382
13	8453
212.8	8512
12	8573
13	8633
225.6	8692
12	8753
13	8819
16.4	8878
12	8939
13	9012
112.8	9071
12	9133
13	9198
125.6	9257
12	9317
13	9386
112.8	9445
12	9506
13	9559
225.6	9618
12	9679
13	9732
10.2	9791
12	9853
13	9911
26.4	9970
12	10031
13	10085
20.2	10144
12	10205
13	10253
212.8	10312
12	10373
13	10434
16.4	10492
12	10554
13	10619
10.4	10678
12	10739
13	10786
20.4	10845
12	10907
13	10970
