10.4	0
12	44
13	78
225.6	137
12	199
13	251
112.8	310
12	377
13	423
125.6	482
12	549
13	607
16.4	666
12	730
13	784
26.4	843
12	908
13	953
20.4	1012
12	1075
13	1120
10.2	1179
12	1244
13	1294
20.2	1353
12	1418
13	1461
212.8	1519
12	1583
13	1631
125.6	1690
12	1753
13	1822
10.4	1881
12	1945
13	1981
10.2	2040
12	2103
13	2158
20.4	2216
12	2281
13	2326
20.2	2385
12	2447
13	2509
26.4	2568
12	2631
13	2699
212.8	2758
12	2822
13	2875
225.6	2934
12	2997
13	3069
16.4	3127
12	3189
13	3223
112.8	3282
12	3344
13	3408
125.6	3467
12	3530
13	3582
112.8	3641
12	3703
13	3776
225.6	3835
12	3897
13	3943
10.2	4002
12	4074
13	4126
26.4	4185
12	4246
13	4300
20.2	4359
12	4421
13	4520
212.8	4579
12	4641
13	4703
16.4	4762
12	4824
13	4894
10.4	4953
12	5016
13	5069
20.4	5128
12	5191
13	5240
26.4	5299
12	5362
13	5414
212.8	5473
12	5535
13	5594
10.4	5653
12	5714
13	5767
225.6	5826
12	5888
13	5941
16.4	6000
12	6061
13	6113
20.4	6172
12	6238
13	6285
112.8	6344
12	6407
13	6464
10.2	6523
12	6585
13	6631
125.6	6690
12	6755
13	6810
20.2	6869
12	6935
13	6991
20.4	7050
12	7113
13	7161
112.8	7220
12	7284
13	7336
26.4	7395
12	7457
13	7515
10.4	7574
12	7637
13	7690
20.2	7749
12	7814
13	7866
225.6	7924
12	7990
13	8044
212.8	8103
12	8164
13	8219
16.4	8277
12	8339
13	8444
10.2	8503
12	8565
13	8623
125.6	8682
12	8746
13	8794
20.2	8853
12	8922
13	8984
10.2	9043
12	9104
13	9162
212.8	9221
12	9283
13	9336
112.8	9395
12	9462
13	9543
225.6	9602
12	9663
13	9715
16.4	9774
12	9839
13	9905
26.4	9964
12	10030
13	10092
20.4	10151
12	10219
13	10264
10.4	10322
12	10390
13	10439
125.6	10497
12	10559
13	10610
