212.8	185
12	258
13	319
10.4	378
12	445
13	508
10.2	567
12	634
13	695
20.2	753
12	821
13	875
225.6	934
12	1001
13	1066
26.4	1124
12	1191
13	1252
16.4	1311
12	1375
13	1445
20.4	1504
12	1567
13	1630
112.8	1689
12	1752
13	1816
125.6	1875
12	1941
13	2005
10.2	2064
12	2127
13	2189
125.6	2248
12	2314
13	2373
20.4	2432
12	2495
13	2552
16.4	2611
12	2673
13	2746
112.8	2805
12	2868
13	2933
20.2	2992
12	3054
13	3112
26.4	3171
12	3232
13	3291
212.8	3350
12	3414
13	3474
225.6	3533
12	3596
13	3665
10.4	3724
12	3787
13	3857
212.8	3916
12	3978
13	4045
10.4	4104
12	4166
13	4223
125.6	4282
12	4344
13	4402
16.4	4461
12	4524
13	4579
225.6	4638
12	4700
13	4762
10.2	4821
12	4883
13	4942
20.4	5001
12	5063
13	5126
20.2	5185
12	5246
13	5308
112.8	5367
12	5428
13	5489
26.4	5548
12	5610
13	5668
16.4	5727
12	5788
13	5842
20.4	5901
12	5963
13	6025
10.2	6084
12	6146
13	6195
212.8	6254
12	6316
13	6374
26.4	6433
12	6493
13	6554
112.8	6613
12	6675
13	6749
225.6	6808
12	6870
13	6931
125.6	6990
12	7051
13	7106
20.2	7165
12	7226
13	7273
10.4	7332
12	7394
13	7451
20.2	7510
12	7573
13	7633
225.6	7692
12	7752
13	7810
125.6	7869
12	7930
13	7990
16.4	8049
12	8110
13	8159
112.8	8218
12	8279
13	8336
10.2	8395
12	8456
13	8506
212.8	8565
12	8626
13	8682
26.4	8741
12	8802
13	8854
20.4	8913
12	8974
13	9026
10.4	9085
12	9147
13	9211
20.2	9270
12	9331
13	9394
26.4	9453
12	9514
13	9564
212.8	9623
12	9684
13	9736
20.4	9795
12	9857
13	9920
225.6	9979
12	10041
13	10097
16.4	10156
12	10217
13	10278
125.6	10337
12	10398
13	10460
112.8	10519
12	10579
13	10645
10.4	10704
12	10766
13	10823
10.2	10882
12	10943
13	10997
