20.2	65
12	133
13	184
16.4	242
12	310
13	368
20.4	427
12	494
13	544
26.4	603
12	672
13	723
125.6	782
12	855
13	919
10.2	978
12	1047
13	1109
10.4	1168
12	1234
13	1290
112.8	1349
12	1414
13	1472
212.8	1531
12	1596
13	1650
225.6	1709
12	1774
13	1830
20.2	1888
12	1962
13	2029
10.2	2088
12	2155
13	2217
20.4	2276
12	2343
13	2399
112.8	2457
12	2524
13	2594
212.8	2653
12	2721
13	2783
125.6	2842
12	2909
13	2964
26.4	3022
12	3087
13	3164
16.4	3223
12	3288
13	3343
225.6	3402
12	3467
13	3523
10.4	3582
12	3652
13	3710
10.4	3769
12	3833
13	3886
225.6	3944
12	4010
13	4070
26.4	4129
12	4199
13	4250
212.8	4308
12	4374
13	4445
10.2	4504
12	4570
13	4637
125.6	4696
12	4763
13	4819
20.4	4878
12	4943
13	4997
20.2	5056
12	5123
13	5185
16.4	5244
12	5311
13	5379
112.8	5437
12	5502
13	5573
10.4	5632
12	5697
13	5762
225.6	5821
12	5895
13	5960
112.8	6019
12	6085
13	6155
125.6	6214
12	6279
13	6338
16.4	6397
12	6462
13	6515
26.4	6574
12	6639
13	6697
20.4	6756
12	6823
13	6884
10.2	6942
12	7009
13	7066
20.2	7124
12	7191
13	7245
212.8	7304
12	7373
13	7440
125.6	7499
12	7564
13	7627
10.4	7685
12	7751
13	7821
10.2	7879
12	7946
13	8004
20.4	8063
12	8129
13	8190
20.2	8249
12	8315
13	8376
26.4	8435
12	8499
13	8547
212.8	8606
12	8671
13	8733
225.6	8792
12	8857
13	8914
16.4	8973
12	9039
13	9100
112.8	9159
12	9222
13	9281
125.6	9340
12	9403
13	9462
112.8	9521
12	9586
13	9657
225.6	9715
12	9782
13	9835
10.2	9894
12	9958
13	10015
26.4	10074
12	10143
13	10201
20.2	10260
12	10323
13	10376
212.8	10435
12	10501
13	10557
16.4	10616
12	10680
13	10733
10.4	10791
12	10858
13	10929
20.4	10988
12	11053
13	11142
