20.2	47
12	120
13	175
16.4	234
12	304
13	362
20.4	421
12	489
13	535
26.4	594
12	661
13	718
125.6	777
12	850
13	903
10.2	962
12	1029
13	1086
10.4	1145
12	1210
13	1259
112.8	1318
12	1383
13	1439
212.8	1498
12	1559
13	1619
225.6	1677
12	1753
13	1798
20.2	1857
12	1920
13	1957
10.2	2016
12	2080
13	2127
20.4	2185
12	2250
13	2300
112.8	2359
12	2422
13	2479
212.8	2537
12	2599
13	2636
125.6	2695
12	2764
13	2810
26.4	2869
12	2937
13	2994
16.4	3053
12	3119
13	3182
225.6	3241
12	3312
13	3362
10.4	3421
12	3488
13	3540
10.4	3599
12	3666
13	3720
225.6	3779
12	3844
13	3891
26.4	3950
12	4019
13	4074
212.8	4133
12	4204
13	4255
10.2	4313
12	4381
13	4436
125.6	4495
12	4560
13	4615
20.4	4674
12	4740
13	4793
20.2	4851
12	4927
13	4976
16.4	5035
12	5100
13	5164
112.8	5223
12	5290
13	5350
10.4	5409
12	5476
13	5522
225.6	5581
12	5648
13	5695
112.8	5754
12	5818
13	5875
125.6	5934
12	5999
13	6061
16.4	6120
12	6183
13	6244
26.4	6303
12	6369
13	6431
20.4	6490
12	6556
13	6607
10.2	6666
12	6731
13	6781
20.2	6840
12	6905
13	6959
212.8	7018
12	7083
13	7137
125.6	7195
12	7260
13	7311
10.4	7370
12	7438
13	7480
10.2	7539
12	7606
13	7660
20.4	7719
12	7785
13	7842
20.2	7901
12	7965
13	8023
26.4	8081
12	8146
13	8202
212.8	8261
12	8325
13	8381
225.6	8440
12	8504
13	8554
16.4	8612
12	8678
13	8733
112.8	8792
12	8856
13	8913
125.6	8971
12	9040
13	9097
112.8	9156
12	9220
13	9273
225.6	9332
12	9396
13	9448
10.2	9507
12	9571
13	9621
26.4	9680
12	9745
13	9799
20.2	9858
12	9924
13	9976
212.8	10035
12	10101
13	10158
16.4	10217
12	10280
13	10341
10.4	10399
12	10464
13	10513
20.4	10572
12	10637
13	10692
