10.4	113
12	193
13	250
225.6	309
12	383
13	441
112.8	500
12	579
13	624
125.6	683
12	751
13	811
16.4	869
12	936
13	994
26.4	1053
12	1121
13	1171
20.4	1230
12	1297
13	1342
10.2	1401
12	1469
13	1534
20.2	1593
12	1662
13	1718
212.8	1777
12	1842
13	1901
125.6	1960
12	2028
13	2088
10.4	2147
12	2213
13	2264
10.2	2322
12	2393
13	2449
20.4	2508
12	2584
13	2638
20.2	2697
12	2770
13	2827
26.4	2886
12	2955
13	3016
212.8	3075
12	3144
13	3199
225.6	3258
12	3327
13	3383
16.4	3442
12	3507
13	3559
112.8	3618
12	3695
13	3746
125.6	3804
12	3871
13	3931
112.8	3990
12	4055
13	4110
225.6	4169
12	4234
13	4292
10.2	4351
12	4420
13	4475
26.4	4533
12	4600
13	4658
20.2	4717
12	4787
13	4840
212.8	4899
12	4966
13	5031
16.4	5090
12	5157
13	5214
10.4	5272
12	5341
13	5389
20.4	5448
12	5516
13	5579
26.4	5638
12	5705
13	5758
212.8	5816
12	5890
13	5957
10.4	6015
12	6085
13	6139
225.6	6198
12	6270
13	6329
16.4	6388
12	6455
13	6509
20.4	6568
12	6639
13	6687
112.8	6746
12	6812
13	6868
10.2	6927
12	7003
13	7062
125.6	7121
12	7190
13	7251
20.2	7310
12	7381
13	7441
20.4	7499
12	7566
13	7624
112.8	7682
12	7752
13	7811
26.4	7870
12	7937
13	7997
10.4	8056
12	8129
13	8185
20.2	8244
12	8323
13	8384
225.6	8443
12	8520
13	8572
212.8	8631
12	8701
13	8762
16.4	8821
12	8897
13	8956
10.2	9015
12	9083
13	9135
125.6	9194
12	9267
13	9327
20.2	9386
12	9454
13	9516
10.2	9574
12	9643
13	9697
212.8	9756
12	9829
13	9878
112.8	9937
12	10006
13	10064
225.6	10123
12	10190
13	10252
16.4	10310
12	10380
13	10442
26.4	10501
12	10584
13	10640
20.4	10699
12	10777
13	10852
10.4	10911
12	10979
13	11031
125.6	11090
12	11158
13	11209
