10.4	77
12	153
13	195
20.4	254
12	328
13	392
112.8	451
12	516
13	575
26.4	634
12	703
13	711
20.2	770
12	838
13	892
225.6	951
12	1022
13	1074
212.8	1132
12	1203
13	1280
16.4	1339
12	1412
13	1463
10.2	1522
12	1608
13	1662
125.6	1721
12	1790
13	1848
26.4	1907
12	2023
13	2084
10.4	2143
12	2220
13	2286
16.4	2345
12	2411
13	2460
212.8	2519
12	2600
13	2671
10.2	2730
12	2802
13	2862
225.6	2921
12	2989
13	3028
125.6	3086
12	3154
13	3222
20.4	3281
12	3355
13	3415
20.2	3474
12	3547
13	3611
112.8	3670
12	3747
13	3841
26.4	3900
12	3972
13	4035
112.8	4094
12	4177
13	4258
20.4	4317
12	4384
13	4445
16.4	4504
12	4574
13	4631
225.6	4690
12	4764
13	4846
10.2	4905
12	5004
13	5074
125.6	5133
12	5198
13	5263
20.2	5322
12	5389
13	5457
10.4	5516
12	5587
13	5648
212.8	5707
12	5803
13	5884
225.6	5943
12	6011
13	6069
125.6	6128
12	6197
13	6256
10.4	6315
12	6387
13	6453
20.4	6512
12	6579
13	6640
20.2	6699
12	6769
13	6833
212.8	6892
12	6959
13	7019
112.8	7078
12	7143
13	7202
16.4	7260
12	7325
13	7385
26.4	7444
12	7515
13	7581
10.2	7639
12	7712
13	7772
212.8	7831
12	7897
13	7951
112.8	8010
12	8078
13	8149
225.6	8208
12	8274
13	8342
10.4	8401
12	8467
13	8531
10.2	8590
12	8656
13	8721
20.4	8780
12	8847
13	8921
125.6	8980
12	9056
13	9115
20.2	9174
12	9243
13	9307
16.4	9365
12	9444
13	9525
26.4	9583
12	9655
13	9715
10.2	9774
12	9843
13	9898
16.4	9957
12	10023
13	10096
125.6	10155
12	10220
13	10287
112.8	10346
12	10413
13	10481
20.4	10539
12	10604
13	10670
20.2	10729
12	10793
13	10859
225.6	10917
12	10984
13	11048
212.8	11107
12	11172
13	11236
10.4	11295
12	11360
13	11426
26.4	11485
12	11554
13	11619
