10.4	113
12	182
13	231
225.6	290
12	358
13	413
112.8	472
12	540
13	609
125.6	667
12	733
13	802
16.4	860
12	925
13	979
26.4	1038
12	1102
13	1151
20.4	1210
12	1274
13	1330
10.2	1389
12	1455
13	1517
20.2	1576
12	1638
13	1690
212.8	1749
12	1811
13	1876
125.6	1935
12	1998
13	2077
10.4	2135
12	2198
13	2229
10.2	2287
12	2350
13	2396
20.4	2455
12	2520
13	2554
20.2	2612
12	2675
13	2723
26.4	2782
12	2844
13	2898
212.8	2956
12	3019
13	3070
225.6	3128
12	3191
13	3232
16.4	3291
12	3354
13	3414
112.8	3473
12	3535
13	3604
125.6	3662
12	3724
13	3790
112.8	3849
12	3911
13	3975
225.6	4033
12	4097
13	4177
10.2	4235
12	4300
13	4345
26.4	4403
12	4467
13	4530
20.2	4588
12	4652
13	4715
212.8	4774
12	4838
13	4896
16.4	4955
12	5020
13	5077
10.4	5136
12	5200
13	5245
20.4	5304
12	5366
13	5410
26.4	5469
12	5531
13	5580
212.8	5639
12	5702
13	5758
10.4	5817
12	5880
13	5919
225.6	5977
12	6045
13	6118
16.4	6177
12	6241
13	6308
20.4	6367
12	6430
13	6483
112.8	6541
12	6603
13	6666
10.2	6725
12	6788
13	6832
125.6	6890
12	6953
13	7036
20.2	7095
12	7159
13	7203
20.4	7262
12	7326
13	7374
112.8	7433
12	7499
13	7553
26.4	7611
12	7674
13	7732
10.4	7791
12	7854
13	7909
20.2	7968
12	8031
13	8078
225.6	8137
12	8200
13	8287
212.8	8346
12	8411
13	8461
16.4	8520
12	8584
13	8659
10.2	8718
12	8780
13	8811
125.6	8870
12	8939
13	9012
20.2	9071
12	9138
13	9176
10.2	9235
12	9298
13	9354
212.8	9413
12	9475
13	9551
112.8	9610
12	9672
13	9721
225.6	9780
12	9844
13	9893
16.4	9952
12	10014
13	10090
26.4	10148
12	10210
13	10253
20.4	10312
12	10374
13	10411
10.4	10470
12	10533
13	10593
125.6	10652
12	10714
13	10758
