10.4	112
12	179
13	220
225.6	279
12	345
13	401
112.8	460
12	528
13	580
125.6	638
12	702
13	756
16.4	815
12	880
13	923
26.4	982
12	1045
13	1091
20.4	1150
12	1214
13	1269
10.2	1328
12	1393
13	1446
20.2	1505
12	1575
13	1630
212.8	1689
12	1755
13	1801
125.6	1860
12	1931
13	1984
10.4	2043
12	2110
13	2168
10.2	2227
12	2292
13	2349
20.4	2408
12	2474
13	2519
20.2	2578
12	2647
13	2705
26.4	2764
12	2837
13	2893
212.8	2952
12	3038
13	3094
225.6	3152
12	3220
13	3284
16.4	3343
12	3409
13	3468
112.8	3527
12	3593
13	3653
125.6	3711
12	3778
13	3850
112.8	3909
12	3973
13	4026
225.6	4085
12	4214
13	4286
10.2	4345
12	4410
13	4470
26.4	4529
12	4594
13	4648
20.2	4706
12	4771
13	4827
212.8	4886
12	4948
13	5003
16.4	5061
12	5126
13	5175
10.4	5234
12	5299
13	5353
20.4	5412
12	5479
13	5551
26.4	5609
12	5673
13	5717
212.8	5776
12	5839
13	5893
10.4	5951
12	6016
13	6066
225.6	6125
12	6189
13	6258
16.4	6317
12	6382
13	6435
20.4	6494
12	6557
13	6632
112.8	6691
12	6753
13	6811
10.2	6870
12	6933
13	6982
125.6	7041
12	7109
13	7188
20.2	7247
12	7308
13	7367
20.4	7426
12	7490
13	7542
112.8	7601
12	7673
13	7722
26.4	7781
12	7845
13	7900
10.4	7959
12	8022
13	8067
20.2	8126
12	8187
13	8237
225.6	8296
12	8360
13	8421
212.8	8480
12	8550
13	8606
16.4	8665
12	8730
13	8778
10.2	8837
12	8902
13	8946
125.6	9005
12	9067
13	9138
20.2	9197
12	9262
13	9312
10.2	9371
12	9437
13	9493
212.8	9552
12	9614
13	9665
112.8	9723
12	9785
13	9841
225.6	9900
12	9962
13	10023
16.4	10082
12	10149
13	10207
26.4	10265
12	10327
13	10375
20.4	10434
12	10496
13	10548
10.4	10607
12	10669
13	10721
125.6	10780
12	10842
13	10908
