20.2	76
12	144
13	187
16.4	246
12	314
13	370
20.4	429
12	499
13	541
26.4	600
12	670
13	712
125.6	771
12	840
13	884
10.2	943
12	1016
13	1058
10.4	1117
12	1183
13	1233
112.8	1292
12	1361
13	1416
212.8	1475
12	1542
13	1589
225.6	1648
12	1715
13	1762
20.2	1821
12	1888
13	1933
10.2	1992
12	2065
13	2105
20.4	2164
12	2230
13	2271
112.8	2330
12	2400
13	2463
212.8	2521
12	2591
13	2658
125.6	2717
12	2790
13	2844
26.4	2903
12	2973
13	3026
16.4	3085
12	3153
13	3222
225.6	3281
12	3349
13	3406
10.4	3465
12	3533
13	3587
10.4	3645
12	3713
13	3755
225.6	3814
12	3881
13	3931
26.4	3989
12	4061
13	4117
212.8	4175
12	4245
13	4301
10.2	4360
12	4426
13	4469
125.6	4528
12	4599
13	4651
20.4	4710
12	4780
13	4827
20.2	4886
12	4957
13	4996
16.4	5055
12	5124
13	5174
112.8	5233
12	5302
13	5358
10.4	5416
12	5487
13	5528
225.6	5587
12	5656
13	5709
112.8	5768
12	5835
13	5897
125.6	5956
12	6031
13	6079
16.4	6138
12	6205
13	6269
26.4	6327
12	6395
13	6456
20.4	6515
12	6584
13	6644
10.2	6703
12	6775
13	6819
20.2	6878
12	6948
13	6989
212.8	7048
12	7116
13	7152
125.6	7211
12	7278
13	7328
10.4	7387
12	7456
13	7495
10.2	7554
12	7624
13	7674
20.4	7733
12	7807
13	7853
20.2	7912
12	7979
13	8028
26.4	8087
12	8153
13	8214
212.8	8273
12	8343
13	8390
225.6	8449
12	8513
13	8561
16.4	8620
12	8686
13	8754
112.8	8813
12	8881
13	8958
125.6	9016
12	9087
13	9145
112.8	9204
12	9270
13	9340
225.6	9398
12	9464
13	9513
10.2	9572
12	9639
13	9693
26.4	9752
12	9818
13	9872
20.2	9931
12	9999
13	10048
212.8	10107
12	10174
13	10233
16.4	10292
12	10357
13	10410
10.4	10469
12	10535
13	10575
20.4	10634
12	10701
13	10743
