10.4	75
12	149
13	192
225.6	251
12	322
13	389
112.8	447
12	514
13	576
125.6	635
12	701
13	762
16.4	821
12	886
13	947
26.4	1006
12	1069
13	1127
20.4	1186
12	1248
13	1308
10.2	1366
12	1429
13	1491
20.2	1550
12	1612
13	1674
212.8	1732
12	1794
13	1858
125.6	1917
12	1978
13	2049
10.4	2108
12	2171
13	2228
10.2	2286
12	2348
13	2400
20.4	2459
12	2522
13	2588
20.2	2647
12	2713
13	2761
26.4	2820
12	2883
13	2935
212.8	2994
12	3058
13	3107
225.6	3166
12	3228
13	3289
16.4	3348
12	3410
13	3412
112.8	3471
12	3534
13	3582
125.6	3641
12	3704
13	3767
112.8	3826
12	3888
13	3939
225.6	3998
12	4061
13	4122
10.2	4181
12	4244
13	4305
26.4	4364
12	4430
13	4488
20.2	4547
12	4615
13	4673
212.8	4732
12	4800
13	4861
16.4	4920
12	4986
13	5041
10.4	5099
12	5162
13	5211
20.4	5270
12	5334
13	5391
26.4	5450
12	5515
13	5566
212.8	5625
12	5690
13	5743
10.4	5802
12	5867
13	5934
225.6	5993
12	6063
13	6119
16.4	6177
12	6243
13	6303
20.4	6362
12	6428
13	6488
112.8	6547
12	6612
13	6673
10.2	6731
12	6797
13	6858
125.6	6917
12	6981
13	7045
20.2	7104
12	7168
13	7229
20.4	7288
12	7353
13	7411
112.8	7470
12	7535
13	7597
26.4	7656
12	7718
13	7778
10.4	7836
12	7904
13	7962
20.2	8021
12	8085
13	8148
225.6	8207
12	8272
13	8330
212.8	8389
12	8453
13	8505
16.4	8564
12	8629
13	8690
10.2	8749
12	8813
13	8879
125.6	8938
12	9002
13	9068
20.2	9127
12	9192
13	9254
10.2	9312
12	9378
13	9431
212.8	9490
12	9554
13	9610
112.8	9669
12	9733
13	9794
225.6	9853
12	9916
13	9968
16.4	10027
12	10091
13	10157
26.4	10215
12	10281
13	10343
20.4	10402
12	10467
13	10522
10.4	10581
12	10646
13	10695
125.6	10754
12	10818
13	10860
