10.4	113
12	181
13	229
225.6	287
12	356
13	422
112.8	481
12	546
13	604
125.6	663
12	730
13	800
16.4	859
12	923
13	981
26.4	1040
12	1103
13	1163
20.4	1222
12	1285
13	1347
10.2	1405
12	1468
13	1523
20.2	1582
12	1646
13	1705
212.8	1764
12	1828
13	1891
125.6	1950
12	2014
13	2085
10.4	2143
12	2206
13	2264
10.2	2323
12	2385
13	2442
20.4	2501
12	2564
13	2628
20.2	2687
12	2755
13	2819
26.4	2878
12	2942
13	3007
212.8	3066
12	3127
13	3188
225.6	3247
12	3307
13	3374
16.4	3433
12	3500
13	3553
112.8	3612
12	3677
13	3740
125.6	3799
12	3864
13	3927
112.8	3986
12	4051
13	4114
225.6	4173
12	4236
13	4310
10.2	4369
12	4433
13	4491
26.4	4550
12	4614
13	4680
20.2	4739
12	4803
13	4864
212.8	4922
12	4986
13	5043
16.4	5102
12	5164
13	5226
10.4	5284
12	5348
13	5412
20.4	5471
12	5535
13	5602
26.4	5661
12	5725
13	5789
212.8	5848
12	5916
13	5978
10.4	6037
12	6102
13	6164
225.6	6223
12	6286
13	6352
16.4	6411
12	6476
13	6540
20.4	6599
12	6661
13	6721
112.8	6780
12	6850
13	6909
10.2	6968
12	7030
13	7089
125.6	7148
12	7211
13	7277
20.2	7336
12	7398
13	7453
20.4	7512
12	7577
13	7637
112.8	7696
12	7760
13	7821
26.4	7879
12	7945
13	8012
10.4	8071
12	8134
13	8193
20.2	8252
12	8314
13	8379
225.6	8438
12	8502
13	8568
212.8	8626
12	8690
13	8750
16.4	8809
12	8873
13	8943
10.2	9002
12	9064
13	9121
125.6	9180
12	9241
13	9299
20.2	9358
12	9420
13	9481
10.2	9540
12	9602
13	9665
212.8	9723
12	9786
13	9846
112.8	9905
12	9969
13	10033
225.6	10092
12	10155
13	10217
16.4	10276
12	10339
13	10405
26.4	10463
12	10526
13	10585
20.4	10644
12	10706
13	10768
10.4	10827
12	10895
13	10959
125.6	11018
12	11080
13	11146
